ID	Label	logical type	Subclass part of	Equivalent	Evquivalent part of	SuperClass Label	Status	Approved by
http://purl.obolibrary.org/obo/MBA_101	ventral cochlear nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002828		ventral cochlear nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1011	dorsal auditory area	equivalent		http://purl.obolibrary.org/obo/UBERON_0035885		dorsal auditory area	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1016	olfactory nerve layer of main olfactory bulb	equivalent		http://purl.obolibrary.org/obo/UBERON_0005978		olfactory bulb outer nerve layer	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1016	olfactory nerve layer of main olfactory bulb	equivalent		http://purl.obolibrary.org/obo/UBERON_0005978		olfactory bulb outer nerve layer 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1017	ansiform lobule	equivalent		http://purl.obolibrary.org/obo/UBERON_0005348		ansiform lobule	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1019	"corticospinal tract, crossed"	equivalent		http://purl.obolibrary.org/obo/UBERON_0002589		lateral corticospinal tract	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_102	nigrostriatal tract	equivalent		http://purl.obolibrary.org/obo/UBERON_0014169		nigrostriatal tract	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1020	posterior complex of the thalamus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002709		posterior nuclear complex of thalamus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1021	"secondary motor area, layer 6a"	subclass	http://purl.obolibrary.org/obo/UBERON_0016634			premotor cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1022	"globus pallidus, external segment"	equivalent		http://purl.obolibrary.org/obo/UBERON_0002476		lateral globus pallidus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1022	"globus pallidus, external segment"	equivalent		http://purl.obolibrary.org/obo/UBERON_0002476		lateral globus pallidus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1023	"ventral auditory area, layer 5"	subclass	http://purl.obolibrary.org/obo/UBERON_0001393			auditory cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1025	paramedian lobule	equivalent		http://purl.obolibrary.org/obo/UBERON_0005349		paramedian lobule	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1026	"primary somatosensory area, upper limb, layer 6b"	subclass	http://purl.obolibrary.org/obo/UBERON_0008933			primary somatosensory cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1027	posterior auditory area	subclass	http://purl.obolibrary.org/obo/UBERON_0001393			auditory cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1028	"corticospinal tract, uncrossed"	equivalent		http://purl.obolibrary.org/obo/UBERON_0002760		ventral corticospinal tract	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_103	"paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part"	equivalent		http://purl.obolibrary.org/obo/UBERON_0014601		paraventricular nucleus of the hypothalamus magnocellular division - posterior magnocellular part	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1030	"primary somatosensory area, lower limb, layer 1"	subclass	http://purl.obolibrary.org/obo/UBERON_0008933			primary somatosensory cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1031	"globus pallidus, internal segment"	equivalent		http://purl.obolibrary.org/obo/UBERON_0002477		medial globus pallidus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1031	"globus pallidus, internal segment"	equivalent		http://purl.obolibrary.org/obo/UBERON_0002477		medial globus pallidus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1033	copula pyramidis	equivalent		http://purl.obolibrary.org/obo/UBERON_0005347		copula pyramidis	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1034	"taenia tecta, dorsal part, layer 1"	subclass	http://purl.obolibrary.org/obo/UBERON_0015800			taenia tectum of brain 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1035	"supplemental somatosensory area, layer 4"	subclass	http://purl.obolibrary.org/obo/UBERON_0008934			secondary somatosensory cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1036	corticotectal tract	equivalent		http://purl.obolibrary.org/obo/UBERON_0002556		corticotectal tract	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1037	postsubiculum	equivalent		http://purl.obolibrary.org/obo/UBERON_0035971		postsubiculum	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1038	"primary somatosensory area, barrel field, layer 6a"	equivalent		http://purl.obolibrary.org/obo/UBERON_0035876		primary somatosensory area barrel field layer 6a	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1038	"primary somatosensory area, barrel field, layer 6a"	equivalent		http://purl.obolibrary.org/obo/UBERON_0035876		primary somatosensory area barrel field layer 6a 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1039	gracile nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002161		gracile nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_104	"agranular insular area, dorsal part"	subclass	http://purl.obolibrary.org/obo/UBERON_0034893			agranular insular cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1041	paraflocculus	equivalent		http://purl.obolibrary.org/obo/UBERON_0005351		paraflocculus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1042	"taenia tecta, dorsal part, layer 2"	subclass	http://purl.obolibrary.org/obo/UBERON_0015800			taenia tectum of brain 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1044	peripeduncular nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002144		peripeduncular nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1045	ectorhinal area/Layer 6b	subclass	http://purl.obolibrary.org/obo/UBERON_0002728			entorhinal cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1047	"primary somatosensory area, barrel field, layer 4"	equivalent		http://purl.obolibrary.org/obo/UBERON_0035877		primary somatosensory area barrel field layer 4	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1047	"primary somatosensory area, barrel field, layer 4"	equivalent		http://purl.obolibrary.org/obo/UBERON_0035877		primary somatosensory area barrel field layer 4 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1048	gigantocellular reticular nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002155		gigantocellular nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1048	gigantocellular reticular nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002155		gigantocellular nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1049	flocculus	equivalent		http://purl.obolibrary.org/obo/UBERON_0001063		flocculus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_105	"superior olivary complex, medial part"	equivalent		http://purl.obolibrary.org/obo/UBERON_0002782		medial superior olivary nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1050	"taenia tecta, dorsal part, layer 3"	subclass	http://purl.obolibrary.org/obo/UBERON_0015800			taenia tectum of brain 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1052	pedunculopontine nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002142		pedunculopontine tegmental nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1052	pedunculopontine nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002142		pedunculopontine tegmental nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1052	pedunculopontine nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002142		pedunculopontine tegmental nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1056	crus 1	equivalent		http://purl.obolibrary.org/obo/UBERON_0005976		ansiform lobule crus I	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1059	"taenia tecta, dorsal part, layer 4"	subclass	http://purl.obolibrary.org/obo/UBERON_0015800			taenia tectum of brain 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_106	inferior salivatory nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002872		inferior salivatory nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_106	inferior salivatory nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002872		inferior salivatory nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1061	posterior pretectal nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0006848		posterior pretectal nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1061	posterior pretectal nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0006848		posterior pretectal nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1061	posterior pretectal nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0006848		posterior pretectal nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1061	posterior pretectal nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0006848		posterior pretectal nucleus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1062	"primary somatosensory area, barrel field, layer 6b"	equivalent		http://purl.obolibrary.org/obo/UBERON_0035875		primary somatosensory area barrel field layer 6b	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1062	"primary somatosensory area, barrel field, layer 6b"	equivalent		http://purl.obolibrary.org/obo/UBERON_0035875		primary somatosensory area barrel field layer 6b 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1063	hippocampal fissure	equivalent		http://purl.obolibrary.org/obo/UBERON_0002899		hippocampal sulcus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1064	crus 2	equivalent		http://purl.obolibrary.org/obo/UBERON_0005977		ansiform lobule crus II	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1065	hindbrain	equivalent		http://purl.obolibrary.org/obo/UBERON_0002028		hindbrain	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1067	"taenia tecta, ventral part, layer 1"	subclass	http://purl.obolibrary.org/obo/UBERON_0015800			taenia tectum of brain 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10671	median eminence	equivalent		http://purl.obolibrary.org/obo/UBERON_0002197		median eminence of neurohypophysis	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10687	"paraflocculus, granular layer"	subclass	http://purl.obolibrary.org/obo/UBERON_0005351			paraflocculus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10688	"paraflocculus, Purkinje layer"	subclass	http://purl.obolibrary.org/obo/UBERON_0005351			paraflocculus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10689	"paraflocculus, molecular layer"	subclass	http://purl.obolibrary.org/obo/UBERON_0005351			paraflocculus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10690	"flocculus, granular layer"	subclass	http://purl.obolibrary.org/obo/UBERON_0001063			flocculus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10691	"flocculus, Purkinje layer"	subclass	http://purl.obolibrary.org/obo/UBERON_0001063			flocculus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10692	"flocculus, molecular layer"	subclass	http://purl.obolibrary.org/obo/UBERON_0001063			flocculus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10693	"parasubiculum, layer 1"	subclass	http://purl.obolibrary.org/obo/UBERON_0004683			parasubiculum 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10694	"parasubiculum, layer 2"	subclass	http://purl.obolibrary.org/obo/UBERON_0004683			parasubiculum 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10695	"parasubiculum, layer 3"	subclass	http://purl.obolibrary.org/obo/UBERON_0004683			parasubiculum 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10696	"postsubiculum, layer 1"	subclass	http://purl.obolibrary.org/obo/UBERON_0035971			postsubiculum 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10697	"postsubiculum, layer 2"	subclass	http://purl.obolibrary.org/obo/UBERON_0035971			postsubiculum 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10698	"postsubiculum, layer 3"	subclass	http://purl.obolibrary.org/obo/UBERON_0035971			postsubiculum 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10699	"presubiculum, layer 1"	subclass	http://purl.obolibrary.org/obo/UBERON_0001953			presubiculum 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1070	"primary somatosensory area, barrel field, layer 5"	equivalent		http://purl.obolibrary.org/obo/UBERON_0035872		primary somatosensory area barrel field layer 5	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1070	"primary somatosensory area, barrel field, layer 5"	equivalent		http://purl.obolibrary.org/obo/UBERON_0035872		primary somatosensory area barrel field layer 5 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10700	"presubiculum, layer 2"	subclass	http://purl.obolibrary.org/obo/UBERON_0001953			presubiculum 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10701	"presubiculum, layer 3"	subclass	http://purl.obolibrary.org/obo/UBERON_0001953			presubiculum 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10702	"dentate gyrus, subgranular zone"	equivalent		http://purl.obolibrary.org/obo/UBERON_0009952		dentate gyrus subgranular zone	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10702	"dentate gyrus, subgranular zone"	equivalent		http://purl.obolibrary.org/obo/UBERON_0009952		dentate gyrus subgranular zone 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10703	"dentate gyrus, molecular layer"	equivalent		http://purl.obolibrary.org/obo/UBERON_0004679		dentate gyrus molecular layer	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10703	"dentate gyrus, molecular layer"	equivalent		http://purl.obolibrary.org/obo/UBERON_0004679		dentate gyrus molecular layer 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10704	"dentate gyrus, polymorph layer"	equivalent		http://purl.obolibrary.org/obo/UBERON_0002928		dentate gyrus polymorphic layer	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10704	"dentate gyrus, polymorph layer"	equivalent		http://purl.obolibrary.org/obo/UBERON_0002928		dentate gyrus polymorphic layer 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10705	"lingula (I), granular layer"	subclass	http://purl.obolibrary.org/obo/UBERON_0004074			cerebellum vermis lobule I 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10706	"lingula (I), Purkinje layer"	subclass	http://purl.obolibrary.org/obo/UBERON_0004074			cerebellum vermis lobule I 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_10707	"lingula (I), molecular layer"	subclass	http://purl.obolibrary.org/obo/UBERON_0004074			cerebellum vermis lobule I 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1071	rhinal fissure	equivalent		http://purl.obolibrary.org/obo/UBERON_0002683		rhinal sulcus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1072	"medial geniculate complex, dorsal part"	equivalent		http://purl.obolibrary.org/obo/UBERON_0002758		dorsal nucleus of medial geniculate body	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1072	"medial geniculate complex, dorsal part"	equivalent		http://purl.obolibrary.org/obo/UBERON_0002758		dorsal nucleus of medial geniculate body 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1073	hemispheric regions	equivalent		http://purl.obolibrary.org/obo/UBERON_0002245		cerebellar hemisphere	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1074	"anterolateral visual area, layer 1"	subclass	http://purl.obolibrary.org/obo/UBERON_0035894			anterolateral visual area 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1075	"taenia tecta, ventral part, layer 2"	subclass	http://purl.obolibrary.org/obo/UBERON_0015800			taenia tectum of brain 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1076	efferent cochleovestibular bundle	subclass	http://purl.obolibrary.org/obo/UBERON_0001648			vestibulocochlear nerve 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1079	"medial geniculate complex, ventral part"	equivalent		http://purl.obolibrary.org/obo/UBERON_0002985		ventral nucleus of medial geniculate body	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1079	"medial geniculate complex, ventral part"	equivalent		http://purl.obolibrary.org/obo/UBERON_0002985		ventral nucleus of medial geniculate body 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_108	choroid plexus	equivalent		http://purl.obolibrary.org/obo/UBERON_0001886		choroid plexus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_108	choroid plexus	equivalent		http://purl.obolibrary.org/obo/UBERON_0001886		choroid plexus 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1080	hippocampal region	subclass	http://purl.obolibrary.org/obo/UBERON_0002421			hippocampal formation 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1082	"taenia tecta, ventral part, layer 3"	subclass	http://purl.obolibrary.org/obo/UBERON_0015800			taenia tectum of brain 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1084	presubiculum	equivalent		http://purl.obolibrary.org/obo/UBERON_0001953		presubiculum	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1085	"secondary motor area, layer 6b"	subclass	http://purl.obolibrary.org/obo/UBERON_0016634			premotor cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1086	"primary somatosensory area, trunk, layer 4"	subclass	http://purl.obolibrary.org/obo/UBERON_0008933			primary somatosensory cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1087	precentral fissure	equivalent		http://purl.obolibrary.org/obo/UBERON_0014473		precentral fissure of cerebellum	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1087	precentral fissure	equivalent		http://purl.obolibrary.org/obo/UBERON_0014473		precentral fissure of cerebellum 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1088	"medial geniculate complex, medial part"	equivalent		http://purl.obolibrary.org/obo/UBERON_0002759		magnocellular nucleus of medial geniculate body	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1088	"medial geniculate complex, medial part"	equivalent		http://purl.obolibrary.org/obo/UBERON_0002759		magnocellular nucleus of medial geniculate body 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1089	hippocampal formation	equivalent		http://purl.obolibrary.org/obo/UBERON_0002421		hippocampal formation	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1090	"supplemental somatosensory area, layer 5"	subclass	http://purl.obolibrary.org/obo/UBERON_0008934			secondary somatosensory cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1092	external medullary lamina of the thalamus	equivalent		http://purl.obolibrary.org/obo/UBERON_0014534		external medullary lamina of thalamus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1093	"pontine reticular nucleus, caudal part"	equivalent		http://purl.obolibrary.org/obo/UBERON_0002963		caudal pontine reticular nucleus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1094	"primary somatosensory area, lower limb, layer 4"	subclass	http://purl.obolibrary.org/obo/UBERON_0008933			primary somatosensory cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1095	preculminate fissure	equivalent		http://purl.obolibrary.org/obo/UBERON_0035926		preculminate fissure of cerebellum	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1095	preculminate fissure	equivalent		http://purl.obolibrary.org/obo/UBERON_0035926		preculminate fissure of cerebellum 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1097	hypothalamus	equivalent		http://purl.obolibrary.org/obo/UBERON_0001898		hypothalamus	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1098	"medullary reticular nucleus, dorsal part"	subclass	http://purl.obolibrary.org/obo/UBERON_0002559			medullary reticular formation 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_11	posterolateral fissure	equivalent		http://purl.obolibrary.org/obo/UBERON_0002818		posterolateral fissure of cerebellum	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_11	posterolateral fissure	equivalent		http://purl.obolibrary.org/obo/UBERON_0002818		posterolateral fissure of cerebellum 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1100	pretectal region	equivalent		http://purl.obolibrary.org/obo/UBERON_0001944		pretectal region	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1100	pretectal region	equivalent		http://purl.obolibrary.org/obo/UBERON_0001944		pretectal region 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1100	pretectal region	equivalent		http://purl.obolibrary.org/obo/UBERON_0001944		pretectal region 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1101	"agranular insular area, dorsal part, layer 5"	subclass	http://purl.obolibrary.org/obo/UBERON_0034893			agranular insular cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1102	"primary somatosensory area, mouth, layer 6a"	subclass	http://purl.obolibrary.org/obo/UBERON_0008933			primary somatosensory cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1103	primary fissure	equivalent		http://purl.obolibrary.org/obo/UBERON_0014471		primary fissure of cerebellum	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1103	primary fissure	equivalent		http://purl.obolibrary.org/obo/UBERON_0014471		primary fissure of cerebellum 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1105	intercalated amygdalar nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002884		intercalated amygdaloid nuclei	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1105	intercalated amygdalar nucleus	equivalent		http://purl.obolibrary.org/obo/UBERON_0002884		intercalated amygdaloid nuclei 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1107	"medullary reticular nucleus, ventral part"	subclass	http://purl.obolibrary.org/obo/UBERON_0002559			medullary reticular formation 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1108	genu of corpus callosum	equivalent		http://purl.obolibrary.org/obo/UBERON_0015599		genu of corpus callosum	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_111	"agranular insular area, posterior part"	subclass	http://purl.obolibrary.org/obo/UBERON_0034893			agranular insular cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1111	"primary somatosensory area, trunk, layer 5"	subclass	http://purl.obolibrary.org/obo/UBERON_0008933			primary somatosensory cortex 	Verified	https://ror.org/03cpe7c52
http://purl.obolibrary.org/obo/MBA_1112	posterior superior fissure	equivalent		http://purl.obolibrary.org/obo/UBERON_0002814		posterior superior fissure of cerebellum	Verified	https://ror.org/03cpe7c52
